代码,名称,0427,0428,0429,0430,0506,0507,0508,0511,0512,0513,0514,0515,0518,0519,0520,0521,0522,0525,0526,0527
000524,岭南控股,258.75,80.93,269.72,-713.01,-168.76,-284.95,724.37,-664.12,-3332.49,-105.2,-265.3,246.31,0.0,112.17,-348.65,324.42,-188.41,352.64,-252.49,-244.1
000525,红太阳,695.9,858.6,452.86,-1394.39,-648.12,521.91,908.81,-583.06,-882.61,565.37,-1862.37,-720.73,-434.14,-519.46,-154.07,-114.66,-146.43,-269.58,177.51,-61.86
000526,学大教育,282.5,-2754.0,-13.14,2360.33,1028.28,-798.19,861.47,-587.86,-108.45,590.13,-185.61,-158.75,0.0,0.0,-276.23,-161.4,-125.62,196.54,447.24,-13.83
000528,柳    工,-1081.65,9529.04,363.63,-12738.9,5691.53,-5085.1,-8040.06,10686.0,-24790.35,6826.43,-13768.12,3783.23,-4370.81,-1341.19,-3929.27,4212.92,96.14,-141.34,-388.63,-3524.89
000529,广弘控股,0.0,0.0,238.26,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,-306.28,-131.24,0.0,0.0,229.78,0.0,-112.52,110.98,-117.85
000530,冰山冷热,786.32,-1.57,760.07,252.14,-95.09,-211.53,587.47,635.71,385.64,267.22,1038.41,730.13,-893.17,224.31,-60.27,-1116.54,-18.19,-95.75,-479.88,1876.28
000531,穗恒运Ａ,1891.96,448.4,1488.14,-1223.79,767.66,1695.49,-1262.17,1468.7,2123.64,-1515.04,-1045.13,-702.24,1242.7,2072.28,-3045.89,35.47,435.34,654.16,2907.85,296.02
000532,华金资本,-1343.21,-51.15,1.91,319.87,99.48,0.0,775.74,294.88,-721.23,327.02,-196.99,-293.73,369.9,914.25,857.55,1876.06,11580.0,-1944.3,-918.55,375.56
000533,顺钠股份,-4828.57,-9401.26,2988.18,-3390.34,18942.16,1623.33,-7306.52,-6265.13,3523.78,57635.33,10102.22,-4791.82,-2410.4,-1533.99,-6489.36,-1040.77,2292.26,-1737.57,-1990.84,-122.77
000534,万泽股份,-8984.86,-1649.02,3760.7,-188.77,10621.71,9717.17,-12629.68,-6281.49,1931.85,63260.39,6612.35,-6373.69,4163.7,9325.18,-4508.65,6812.78,3135.18,1955.18,546.29,-1968.65
000536,华映科技,1782.64,-495.68,278.39,-1072.4,1879.07,-198.78,3591.49,-2305.28,231.38,1506.28,-1071.0,-996.11,1731.37,676.35,-2959.3,32898.89,-2981.52,1485.35,16213.39,-7906.55
000537,绿发电力,-3957.95,-4134.77,-5084.21,-3346.24,12994.55,2567.53,-691.38,-263.91,4418.21,1392.52,3355.38,-76.34,14514.63,-4722.39,-5012.77,-1773.5,1078.88,788.3,-1299.46,-499.98
000538,云南白药,-1971.51,-1204.21,-5314.3,-9625.02,-7398.37,-4659.22,-2058.87,-2365.79,-501.53,-5679.39,-1402.31,-4810.03,170.45,770.22,-144.27,-2924.45,-3438.48,-3523.1,-2425.15,898.6
000539,粤电力Ａ,17874.61,19518.24,-13665.33,-7726.9,21975.32,3566.3,-5791.99,13632.69,6645.38,7124.16,1517.6,-10422.65,945.19,-2064.34,-10398.99,6282.65,4100.65,4839.79,-3798.48,39912.51
000541,佛山照明,1124.61,-1057.48,278.95,114.11,274.77,-360.83,917.96,-534.94,-600.57,-564.76,0.0,-50.11,110.08,0.0,-277.96,472.12,169.87,-266.18,-134.64,119.12
000543,皖能电力,-1836.81,1885.67,22.2,-646.68,5670.42,359.57,-1838.17,3700.6,3900.7,3158.52,2357.3,-1380.03,3105.27,11393.12,-9551.86,6421.7,5929.13,2604.28,4439.61,2756.57
000544,中原环保,277.25,0.0,59.54,111.09,-150.36,364.1,40.42,-106.57,225.39,-106.89,-121.66,0.0,0.0,0.0,0.0,-248.91,-161.32,0.0,0.0,0.0
000545,金浦钛业,-635.99,920.46,1921.61,-417.02,238.47,-2733.38,6615.95,-178.7,-2326.3,785.14,-1710.25,-396.42,-2279.88,-2589.53,-2066.08,-986.0,745.14,439.46,-407.28,-258.69
000546,金圆股份,11333.05,-1481.16,-2306.23,9853.23,2170.96,969.38,24760.65,2234.12,-1190.65,5552.6,-4108.72,-469.62,-1027.15,-5793.48,-2354.83,424.29,579.19,-1292.08,256.52,156.7
000547,航天发展,-30094.96,-11875.95,22939.35,15526.33,1718.52,5312.76,222544.29,21925.09,-45838.5,26511.07,-70387.66,-27002.95,-8308.25,-8823.39,-4565.71,-15956.58,10839.2,-7763.61,-14317.06,3478.97
000548,湖南投资,181.13,0.0,0.0,0.0,-118.1,0.0,9.52,-109.99,0.0,0.0,0.0,279.78,0.0,-122.37,150.8,1367.39,400.65,289.56,-103.57,-303.36
000550,江铃汽车,3021.67,-1161.28,-113.84,-1117.04,40.85,1239.84,-1120.6,304.99,152.01,514.39,-223.42,-134.12,-618.7,0.0,27.1,119.03,-248.57,236.35,-310.11,0.0
000551,创元科技,197.0,-326.93,15021.74,12020.92,1651.57,4242.8,2940.25,3646.18,1269.87,3780.05,-983.04,4262.84,1564.52,594.12,645.41,-2750.99,1867.22,1771.43,-372.43,1113.19
000552,甘肃能化,1967.26,7666.76,6389.74,-96.91,1110.62,-6678.61,-648.18,461.09,519.39,-697.53,-4187.13,2031.44,148.86,-345.32,-3060.34,-3265.78,-560.92,1193.36,-299.88,-1281.51
000553,安道麦A,0.0,0.0,-556.64,1524.07,3070.84,-1854.01,-1680.29,1173.28,222.15,-99.24,-181.45,-114.76,109.48,-2693.75,-86.17,-518.53,-62.09,0.0,-292.92,-169.49
000554,泰山石油,1195.42,191.31,2439.04,1483.87,-881.75,-4364.79,3086.63,382.15,-646.9,-1220.37,221.05,-765.38,1914.79,-1336.67,1248.25,-2527.67,675.37,344.42,175.0,109.45
